rxn_id,flux
rxn30381_m0,0
R-CERS224er_r0,0
R-MIP2CS126-SC_c0,0
R-TTDCAtr_c0,0
rxn04376_r0,0
rxn01385_c0,0
rxn30392_m0,0
rxn08454_c0,0
rxn13415_c0,0
rxn39373_c0,0
rxn00300_c0,0.000431599
rxn02895_c0,0.0571063
rxn13352_c0,0
rxn01485_c0,0
rxn05564_c0,0
R-D-LACDcm_c0,0
rxn13356_c0,0
rxn30431_c0,0
rxn01859_c0,0
rxn00224_m0,0
rxn13229_c0,0
rxn05273_g0,0
rxn09602_r0,0
rxn09780_c0,24.4502
rxn02748_c0,0
rxn30403_m0,0.0840093
rxn00075_m0,0
R-GLNt7_c0,0
rxn12510_c0,0
R-PLBP1I-SCe_e0,0
rxn09678_c0,0
rxn09705_c0,0
rxn08449_x0,0
R-TREt2v_c0,0
rxn00182_c0,0
rxn00065_c0,0
R-GCC2cm-copy2_m0,999999
R-IPCS124-SC_c0,0
rxn05204_c0,0
R-MIP2CS226-SC_c0,0
rxn09743_c0,-0.00575466
rxn13215_c0,0
R-MIP2CS326-SC_c0,0
rxn01446_c0,0
rxn00710_c0,0.0482171
R-FACOAL182_c0,0
R-PIN4K-SC_c0,0
rxn00154_m0,3.79158
rxn01618_c0,0
rxn09423_c0,0
rxn00533_m0,0
rxn01454_c0,0
rxn09490_c0,0
R-LEUt7_c0,0
rxn01790_c0,0
rxn00248_x0,0
rxn39089_c0,0.0053187
rxn13199_c0,0
rxn00483_c0,0
rxn00440_c0,0
rxn09532_m0,0
rxn09502_c0,4.25525
R-CYOOm_m0,9.98355
rxn09475_x0,0
rxn30431_n0,0
R-FAS181ACPm_m0,0
R-FA182ACPH_c0,0
rxn00748_c0,0
rxn09507_g0,0
rxn05232_c0,0.00156945
rxn13245_c0,0
rxn00198_c0,2.89109
R-CDPDGPm-SC_m0,0
rxn09818_c0,0
rxn09686_c0,0
rxn00412_c0,0
rxn03167_c0,0
rxn05669_c0,0
R-IPCS224-SC_c0,0
R-FEtm_c0,0
rxn05200_c0,0
rxn09651_c0,0
rxn18921_c0,0
rxn01960_c0,0
rxn09266_c0,999999
rxn00299_c0,0.00697534
rxn08375_c0,0
rxn00361_c0,0.0354435
rxn09626_c0,0.00095911
rxn13400_m0,0
rxn08428_c0,-1.23441
rxn09882_m0,0
rxn28352_c0,0
rxn00097_c0,-999999
rxn01423_c0,0.124771
rxn09579_r0,0
rxn06445_c0,0
rxn13351_c0,0
rxn00247_c0,0
rxn09562_c0,999999
rxn08117_c0,0
rxn09400_c0,0.494726
rxn01938_m0,0
rxn00505_m0,0.158793
rxn01219_c0,0
rxn00459_c0,7.10582
rxn30444_m0,0
rxn09429_c0,0
rxn00288_m0,999999
rxn04137_c0,0
rxn05595_c0,0
rxn01517_n0,0
rxn01807_c0,0
rxn02212_c0,0.122199
rxn09865_c0,0
rxn00198_m0,0.470443
rxn01672_c0,0
rxn09551_c0,0.00287733
rxn09508_g0,0
rxn03391_m0,0
rxn00533_c0,0.1838
rxn01790_m0,0
rxn12862_c0,0
rxn09468_x0,0
rxn09837_c0,0
rxn02303_c0,0
rxn01100_c0,-7.39178
R-HACNHm_m0,0.124771
R-DGGH_c0,0
rxn09584_c0,0
rxn13330_c0,0
rxn00187_c0,0.403031
rxn09412_c0,0
rxn08944_c0,0
rxn09498_m0,0
R-CO2tn_c0,999998
rxn08767_x0,0
rxn13319_c0,0
R-IPCS226-SC_c0,0
R-2MBTOHtm_c0,0
rxn00272_c0,0
rxn00179_c0,0
rxn01726_x0,0
rxn13355_c0,0
rxn09519_c0,0
rxn01678_c0,-0.00261575
rxn01454_m0,-0.00575466
rxn13237_c0,0
R-H2Otn_c0,999998
rxn32754_c0,-0.352211
rxn39089_m0,0
R-D-LACtm_c0,999999
rxn09777_c0,999998
rxn01646_c0,0
rxn00728_c0,0
rxn00881_c0,0.00231058
rxn09478_x0,0
rxn09260_c0,0
rxn00377_c0,0
rxn08451_x0,0
rxn05496_c0,0
rxn09458_c0,0.00805652
rxn00558_c0,999999
rxn00416_c0,0.044337
rxn00391_e0,0
rxn30444_c0,0.0444678
rxn09532_x0,0
rxn13218_c0,0
rxn30090_c0,0
rxn08437_c0,0
rxn00342_e0,0
rxn13222_m0,0
R-CYSTtp_c0,0
rxn30206_m0,0.124771
rxn09645_c0,0.000305171
rxn09721_c0,0
rxn09788_c0,0
rxn09521_c0,0
rxn00781_c0,7.39178
rxn01466_c0,0.00191822
R-3OPHB-5tm_c0,0
rxn00927_c0,0
rxn00835_c0,0
rxn00175_x0,0
rxn09614_c0,0
rxn01987_c0,0
rxn05920_c0,0
rxn09882_c0,0
R-PAPtm_c0,0
rxn01332_c0,0
R-TRPt2r_c0,0
rxn01300_c0,0.164575
rxn05197_c0,0
rxn00342_c0,0
rxn00138_n0,0
rxn09722_c0,0
rxn00708_c0,0
rxn05108_c0,0
rxn00141_c0,0.00815243
rxn27940_m0,0
rxn09524_c0,0
rxn00119_n0,0
rxn00205_c0,0
rxn09547_c0,0
R-FE2utm_c0,0
R-GLNt2r_c0,0
R-PStm-SC_c0,4.58E-05
rxn09819_c0,0
rxn00076_x0,0
rxn01199_c0,0
rxn02358_c0,0
rxn09673_c0,0
rxn00806_c0,-0.129218
rxn30365_m0,0
R-ACALDCD_c0,0
rxn03630_c0,0
rxn09655_c0,0
rxn32134_c0,0
rxn06438_c0,0
rxn00859_c0,0.0289041
rxn09585_c0,0
rxn05593_c0,0
rxn09424_c0,0
rxn33415_c0,0
rxn01726_m0,0
rxn01182_m0,0
rxn01938_c0,0
rxn00711_c0,0
R-PEtv-SC_c0,0
rxn08343_c0,0
rxn03175_c0,0.0289041
rxn09439_m0,0
rxn09768_c0,-0.00697534
R-ACRNtp_c0,0
rxn15108_c0,0.146609
R-CRNtp_c0,0
rxn13188_c0,0
rxn00646_c0,0
rxn00213_c0,999999
R-4ABZtm_c0,0.00697534
rxn01512_c0,0
rxn01211_c0,0.143117
rxn05465_m0,0
rxn13195_c0,0.0840093
R-TYRt7_c0,0
R-METt2r_c0,0
rxn13253_e0,0
rxn01333_c0,-3.77168
rxn00075_c0,0
rxn08104_c0,0
rxn05299_c0,0
rxn30674_m0,3.0692
rxn00077_m0,0
rxn06937_c0,0
rxn00014_m0,0
rxn00834_c0,0.0285074
rxn30328_m0,0
rxn09623_c0,0.00095911
R-CO2tg_c0,0
rxn13255_e0,0
R-FAS160ACPm_m0,0
R-3MBALDtm_c0,0
rxn01483_c0,0
rxn31870_c0,0.0407186
rxn13407_c0,0
rxn01827_c0,0
rxn09441_c0,0.0244137
rxn00742_c0,999999
R-FORtm_c0,0
rxn13358_c0,0
rxn09802_c0,0
rxn02811_c0,-0.129218
rxn13370_c0,0
rxn09522_m0,999999
rxn15115_c0,0
rxn00191_m0,0
rxn00138_c0,0
rxn08441_x0,0
rxn05305_c0,0
rxn00806_m0,0
rxn10667_c0,0
rxn05211_c0,0
rxn00634_c0,0
rxn01519_c0,0
rxn00818_c0,0
rxn00717_c0,0
R-FAO240p_x0,0
rxn08685_c0,0
rxn08564_c0,0
rxn12860_c0,0
rxn00604_r0,0.00126428
rxn01927_c0,0
rxn09672_c0,0
rxn09531_c0,0.00348767
rxn02133_c0,0
rxn05198_c0,0
rxn00205_m0,0
rxn09794_c0,0
rxn00541_c0,0
R-L-LACD2cm_c0,0
rxn08677_c0,0
rxn09611_c0,0
rxn01241_m0,-999996
R-PEtm-SC_c0,-4.58E-05
rxn08854_c0,0
rxn01269_c0,0.0444678
rxn09759_c0,0
rxn00977_c0,0
rxn01069_c0,0.164575
rxn00001_c0,1.80246
rxn13350_c0,0
rxn06377_m0,0.00084794
rxn13315_c0,0
rxn09824_c0,0
rxn19979_x0,0
rxn09792_c0,0
rxn13255_c0,0
rxn13208_m0,0
rxn30444_x0,0
rxn05217_c0,999997
rxn06449_c0,0
rxn09361_c0,0
rxn02004_c0,0.0102014
rxn13324_c0,0
rxn06440_c0,0
R-H2Oter_c0,-0.00095911
R-GCALDtm_c0,-0.00697534
rxn08142_c0,0
rxn09563_c0,0
rxn09640_c0,0.00095911
rxn13238_c0,0
rxn03075_c0,0
rxn09611_e0,0
rxn01726_c0,0
rxn09822_c0,0
R-ASPOcm_c0,0
rxn05205_c0,0
rxn09470_x0,0
rxn09809_c0,0
rxn02504_m0,0.00697534
rxn00509_c0,0
rxn08705_c0,0
R-NH4tm_c0,-0.00084794
rxn05104_c0,0
rxn00191_c0,-0.203506
rxn00689_c0,0
rxn09061_c0,0
rxn02358_m0,0
R-AKGt2r_c0,999999
rxn30341_m0,3.0692
rxn09582_c0,0
rxn09680_c0,-0.00697534
R-IND3ETHtm_c0,0
rxn05792_c0,0
rxn00097_m0,0
rxn00077_c0,0
rxn22781_c0,0
rxn00952_c0,0.0319558
rxn00790_c0,0.0571063
rxn00907_c0,0.143117
rxn05238_c0,0.0441626
rxn13217_c0,0
rxn06441_m0,0
rxn05465_c0,0
rxn09464_x0,0
R-COAtn_c0,0
rxn06440_m0,0
rxn08570_c0,0.00126428
rxn09216_c0,0
rxn01257_c0,0.00697534
rxn09658_c0,0
rxn09434_m0,0
rxn34726_c0,0
rxn09793_c0,0
rxn01791_c0,0
rxn13216_c0,0
R-PHEt2r_c0,0
rxn09878_c0,0
rxn13260_c0,0
rxn05493_c0,0
rxn09461_x0,0
rxn00392_m0,0
rxn05605_c0,-999999
rxn39076_c0,0
rxn00088_m0,0
rxn13403_v0,0
R-H2Otm_c0,-34.8532
rxn01211_m0,0
rxn09784_c0,0
rxn13200_c0,0
rxn01637_m0,0.141861
rxn06444_c0,0
rxn09697_c0,0
R-PACALDtm_c0,0
rxn09601_c0,0
rxn09491_c0,0
rxn01368_c0,0
rxn13363_c0,0
rxn10832_c0,0.00575466
rxn30674_c0,0.184668
rxn12585_c0,0
rxn30333_m0,0.0840093
rxn03062_c0,0.129218
rxn09779_c0,-2.7689
rxn09699_c0,999999
rxn00744_c0,0
R-ETOHtm_c0,-13.0884
R-2MBALDtm_c0,0
rxn00214_c0,0
rxn02508_c0,0.0123812
rxn00119_c0,0.0221031
rxn13392_c0,0
rxn30365_c0,0.00762928
rxn09632_e0,0
R-OCDCYAt_c0,0
rxn00510_c0,0.124771
rxn08857_c0,0
rxn00907_m0,0
rxn09756_c0,0
rxn09523_m0,0
rxn08747_c0,999999
rxn00737_c0,0.081132
rxn01396_c0,0
rxn05235_c0,0
rxn02937_c0,0.0571063
rxn00260_c0,-999997
rxn02460_n0,0
rxn09473_x0,0
rxn09397_c0,0
rxn09457_c0,0.00219723
rxn08424_c0,0
rxn00130_c0,0
rxn00363_c0,0
rxn09693_c0,0
rxn01507_c0,0
rxn01301_c0,0.19653
rxn09733_c0,-999999
rxn09661_c0,0
rxn21082_c0,0
rxn00641_c0,0.352211
rxn27497_c0,0
rxn00194_c0,0
rxn00369_c0,0
rxn05745_m0,0
rxn00351_c0,0
rxn00127_c0,0
rxn09799_c0,-0.115355
rxn01673_c0,0
rxn00917_c0,0.0285074
rxn09509_g0,0
rxn00559_c0,-0.352211
rxn00409_c0,-0.0118581
rxn01917_m0,0.141861
rxn12863_c0,0
rxn00132_c0,0
rxn09689_c0,0
rxn13203_c0,0
rxn13189_c0,0
rxn09546_c0,0
R-TYRt2r_c0,0
R-ACALDtm_c0,-13.0884
rxn13186_m0,0
rxn05499_c0,0
rxn06441_c0,0
R-PETOHM-SC_c0,0.00261575
rxn30081_m0,0.141861
rxn02374_m0,0
rxn00126_c0,0.0151278
rxn09586_c0,0
rxn01209_c0,0
rxn09587_c0,0
R-PGPPAm-SC_m0,0
rxn09758_c0,0
R-PLBPC-SC_c0,0
rxn02175_c0,0
R-NH4tn_c0,0
rxn06300_c0,0
rxn09559_c0,0
rxn09690_c0,0
rxn06600_m0,0.00084794
rxn00088_c0,0
rxn13930_c0,0
rxn08265_c0,0
rxn01362_c0,-0.0482171
rxn01101_c0,0.285961
rxn08440_x0,0
rxn00452_c0,0
rxn03137_c0,0.0860103
R-SACCD1_c0,0.124771
rxn09467_x0,0
rxn09647_c0,-0.352211
rxn13234_c0,0
rxn05568_c0,0
rxn08436_c0,0
rxn09460_c0,0
rxn05318_c0,0
rxn02312_c0,0.00348767
rxn00001_m0,0
rxn01476_c0,0.00126428
rxn09442_m0,0
rxn27497_m0,0.129218
rxn00543_m0,13.0884
R-PLBPC-SCe_e0,0
rxn06449_m0,0
rxn01358_c0,0
rxn01450_c0,0
rxn00929_m0,0
rxn09385_c0,0
rxn02911_x0,0
rxn03108_c0,0
rxn09845_x0,0
rxn13380_c0,0
rxn08857_m0,0
rxn09506_g0,0
rxn01334_c0,3.76251
rxn30050_c0,0
R-CRNtim_c0,0
rxn13321_c0,0
rxn00550_c0,0
rxn01840_c0,0
rxn09770_c0,0
R-HDCAt_c0,0
rxn09477_x0,0
rxn00920_c0,0
rxn09435_c0,0.0224606
rxn02200_m0,0.00697534
rxn04680_m0,0
rxn09750_c0,0
rxn00248_c0,-2.68934
R-4H2OGLTtp_c0,0
rxn06556_c0,0
rxn01799_c0,0
R-C14STR_c0,0.00095911
rxn09296_x0,0
rxn00414_c0,0.118276
rxn05317_c0,0
rxn06448_m0,0
rxn01652_m0,0
rxn00105_m0,0
rxn01653_m0,0
rxn00241_c0,0
R-ID3ACALDtm_c0,0
rxn09801_c0,0
R-IPCS126-SC_c0,0
R-ACtp_c0,0
rxn00800_c0,0.057503
rxn01255_c0,0.122199
rxn01106_c0,-7.10582
rxn09713_c0,0
rxn09560_c0,0
rxn01731_m0,0
rxn06493_m0,0.00084794
rxn19830_c0,0.0289041
rxn09774_c0,0
rxn00741_c0,0
rxn07328_c0,0
rxn09719_c0,0
rxn09035_c0,0
rxn34273_c0,-0.00916531
rxn02305_c0,0
rxn09421_c0,0.0244137
rxn13312_c0,0
rxn19982_x0,0
rxn09800_c0,0
R-H2Otp_c0,0
rxn09296_m0,0
rxn05300_c0,0
rxn00543_c0,999999
R-GLYt2r_c0,0
rxn19316_x0,0
R-ASPt2n_c0,999998
rxn13251_c0,0.0482171
rxn01252_c0,0
rxn13299_c0,0
rxn00165_c0,0
rxn13288_e0,0
rxn09296_n0,0
rxn05488_c0,-2.39304
rxn15114_c0,-0.137443
rxn00690_c0,0
rxn10506_c0,0.000431599
rxn02275_c0,0
R-AASAD1_c0,0
rxn09616_c0,0
rxn01575_c0,999999
R-ARGt2r_c0,0
R-IAMOHtm_c0,0
rxn00747_c0,3.75174
rxn13191_c0,0
rxn00478_c0,0
rxn09472_x0,0
rxn13288_c0,0
rxn09646_c0,0
rxn09769_c0,0.00697534
rxn10665_c0,0
R-ASPt7_c0,0
rxn00819_c0,0
R-GLUt7_c0,0
rxn00139_c0,0
rxn30417_c0,0.129218
rxn02322_c0,0.00575466
rxn02356_m0,0
rxn01985_c0,0
rxn09696_c0,0
rxn00140_c0,0
rxn03070_m0,0
rxn05120_m0,0
rxn02341_c0,0
rxn13214_c0,0
rxn09525_c0,0
R-3MOPtm_c0,999999
rxn00184_c0,-2.19921
rxn09378_c0,0
rxn02288_c0,0
rxn01607_c0,0
R-2PHETOHtm_c0,0
rxn09796_c0,0
rxn00092_c0,0
rxn32907_c0,999999
rxn02476_c0,0.122199
rxn00260_x0,0
rxn08134_c0,0
rxn13223_c0,0
R-HDCEAt_c0,0
rxn00831_c0,0
rxn13341_c0,0.00095911
rxn00938_c0,0
rxn30066_c0,0.0123812
rxn09741_c0,0
rxn05306_c0,0
rxn30390_x0,0
rxn08323_c0,0
rxn12918_c0,0
rxn13353_c0,0
rxn09778_c0,-0.122199
rxn09619_c0,0.000305171
rxn05231_n0,0
rxn08154_c0,0
rxn00007_v0,0
rxn02374_c0,0.0718024
rxn00178_m0,0.00575466
rxn09701_c0,0
rxn06448_c0,0
rxn01000_c0,0.0583749
rxn05312_c0,24.4331
R-KARA1im_m0,0.244573
rxn13290_c0,0
rxn09625_c0,0.00095911
rxn01961_c0,0
rxn30425_m0,0.00457757
R-ORNt2r_c0,0
rxn00791_c0,0.0123812
rxn05349_c0,0
rxn13361_c0,0
rxn13258_c0,0
rxn00906_c0,0
rxn10075_c0,0
rxn13349_c0,0
rxn00122_c0,0
R-THZPSN2-SC_c0,0
rxn00371_c0,0
rxn13314_c0,0
rxn30035_c0,0.0123812
rxn02503_m0,0
rxn04040_n0,0
R-HICITDm_m0,0.124771
R-TYRt2p_c0,0
rxn00808_c0,0
rxn00609_c0,0.00231058
R-MIP2CS324-SC_c0,0
rxn01843_c0,0
rxn09823_c0,0
rxn06444_m0,0
rxn06439_m0,0
R-CYOR-u6m_m0,19.9671
rxn05654_c0,0
rxn00379_c0,0
rxn09785_c0,0
rxn01204_c0,0
rxn09642_c0,-0.352211
rxn30054_c0,0.000431599
rxn35572_c0,0.0571063
R-HBZOPT6m_m0,0
rxn01143_c0,0
rxn00690_m0,0
rxn09438_c0,0.0239254
rxn01018_c0,0.0482171
rxn01575_m0,-999999
rxn01518_c0,0
rxn03913_r0,0.000305171
rxn13388_c0,0
rxn13417_c0,0
R-L-LACtm_c0,0
rxn00938_m0,0
R-ADHAPR-SC_c0,0
rxn01971_c0,0
rxn09516_c0,0
rxn01303_c0,0.0319558
rxn02213_c0,0.122199
rxn00392_c0,0
rxn09664_c0,0
rxn19316_m0,3.52033
rxn05652_c0,999999
rxn05040_c0,0.000863199
rxn00686_c0,0.0085448
rxn00751_c0,0
rxn13417_e0,0
rxn00060_c0,0
rxn01486_c0,0
rxn09476_x0,0
rxn13207_m0,0
rxn05680_c0,0
rxn01420_m0,0.124771
rxn30417_m0,0
rxn02834_c0,0.0289041
rxn01649_c0,0
R-LCYSTintv_c0,0
rxn30427_x0,0
R-CO2tv_c0,0
rxn01146_c0,0
rxn02277_c0,0.00348767
rxn00117_c0,0.753075
rxn09621_c0,0.00095911
rxn05491_c0,0
rxn09726_c0,0
rxn08643_c0,16.8497
rxn00380_c0,0.0354435
rxn09459_c0,0.00415033
rxn05287_c0,0
rxn01930_c0,0
rxn09694_c0,0
rxn19986_x0,0
rxn05566_c0,0
rxn09535_c0,0.00261575
rxn08674_c0,0
rxn02989_c0,0
rxn09608_c0,0
rxn00740_c0,-999999
rxn00410_c0,0.0194874
rxn01217_c0,-0.0010463
rxn05638_c0,0
rxn06439_c0,0
rxn01739_c0,0.122199
rxn05349_m0,0
rxn06432_c0,0
rxn04381_c0,0
rxn00209_c0,0
rxn13362_c0,0
rxn01216_c0,0
R-NH4ti_c0,0
rxn13336_c0,0
rxn00515_c0,999999
rxn00789_c0,0.0289041
R-GLUt2r_c0,0
rxn13336_e0,0
rxn00178_c0,0
rxn09665_c0,0
rxn06936_c0,0
rxn02473_c0,0.0289041
R-ACtr_c0,2.39304
rxn00912_c0,0
R-VALt2r_c0,0
rxn13398_c0,0
rxn00260_m0,999997
R-3OPHB5Hm_c0,0
rxn01479_c0,0
rxn01274_m0,0
rxn02264_c0,0
R-TAGL-SC_c0,0
rxn15467_m0,0.244573
rxn09839_c0,0
R-GALS3_c0,0
rxn13258_e0,0
R-HISt2r_c0,0
rxn12777_m0,0
rxn03240_x0,0
rxn09443_c0,0
rxn01071_c0,0
rxn28987_c0,0
rxn00947_x0,0
rxn00507_c0,0.208214
rxn01053_c0,0
rxn00560_c0,0
rxn09296_c0,0
R-NMNt2p_c0,0
rxn00839_c0,999999
rxn00189_c0,0
rxn05467_c0,-11.5353
R-PIt2n_c0,0
rxn06443_m0,0
rxn02789_c0,-0.129218
R-MELIBt2_c0,0
rxn09193_c0,0
rxn00547_c0,0
rxn00838_c0,0.057503
rxn09842_c0,0
rxn01406_c0,0
R-IPCS326-SC_c0,0
rxn13377_c0,0
rxn05234_c0,0
rxn27926_c0,0.0289041
rxn08063_c0,0
R-O2ter_c0,0.00095911
R-ORNt3m_c0,0.141861
rxn13390_c0,0
rxn03974_c0,0
rxn30433_c0,0
rxn08066_c0,0.735498
rxn09633_c0,0
rxn01748_c0,0
rxn09798_c0,0
rxn05199_c0,0
rxn01302_c0,0
rxn08439_x0,0
rxn05602_c0,0
rxn06549_c0,0
rxn13226_c0,0
rxn02290_c0,0.00095911
rxn06937_m0,0
rxn13313_c0,0
R-IBUTOHtm_c0,0
rxn09653_c0,0
rxn10826_c0,999998
rxn08447_x0,0
R-PMI12346PS_c0,0
R-PINOS-SC_c0,0.00231058
rxn04147_c0,0.00095911
rxn08413_x0,0
rxn13414_c0,0
rxn05243_c0,0
rxn13287_c0,0
R-CERH126-copy2_c0,0
rxn00493_c0,-0.0583749
rxn09791_c0,0
rxn09466_x0,0
rxn00327_c0,0
R-TTCCOAtx_c0,0
R-CLPNSm-SC_m0,0
rxn08617_c0,5
rxn00423_c0,0
rxn00616_m0,16.8497
rxn03841_c0,0.00697534
rxn13348_c0,0
rxn02402_m0,0
rxn01492_c0,0
rxn00007_c0,0
rxn01274_c0,0
rxn09836_c0,0
rxn00552_c0,0
rxn00701_c0,999998
rxn30058_c0,0
rxn00006_c0,0
rxn35242_c0,6.86142
rxn00931_c0,0.0718024
rxn06432_m0,0
rxn08600_c0,0
rxn09414_c0,0
rxn00168_c0,1.44262
rxn13376_c0,0
rxn09427_c0,0.00927721
rxn02222_c0,0
rxn09479_x0,0
rxn09428_m0,0
rxn13297_c0,0
rxn09763_c0,0
rxn00337_c0,0.19653
rxn00122_m0,0
rxn09880_c0,0
rxn13125_c0,0
rxn09847_x0,0
rxn32133_c0,0
rxn05527_c0,0
rxn00453_c0,0
rxn02276_c0,0
R-AASAD2_c0,0.124771
rxn30013_c0,0.00697534
rxn13235_c0,0
rxn02219_c0,0
rxn09716_c0,0
rxn02287_c0,0
rxn32380_c0,0
rxn09399_c0,0
rxn13399_r0,0
rxn01603_c0,0.00697534
rxn05468_c0,10
rxn06443_c0,0
rxn20162_x0,0
rxn20478_x0,0
rxn01380_c0,0
rxn06435_c0,0
rxn05231_c0,0
rxn01437_c0,0
rxn33164_m0,0.244573
rxn13187_m0,0
rxn34008_c0,0.0336996
rxn08350_c0,0
rxn15049_c0,0
rxn30672_c0,0
rxn13185_c0,0
R-GAT1-SC_c0,0.0107682
rxn09649_c0,0
rxn00764_c0,0
rxn02356_c0,0
rxn05581_c0,999999
rxn00604_c0,0
rxn08453_c0,0
rxn02402_c0,0
rxn09420_c0,0
rxn04142_c0,0
rxn00503_m0,0
rxn05316_c0,0
rxn01834_c0,0
rxn06280_m0,0
rxn00095_c0,0
rxn09034_c0,0
rxn06447_m0,0
rxn09528_m0,21.5229
rxn02752_c0,0
rxn09517_c0,0
R-CRNCARtp_c0,0
rxn13344_n0,0
rxn00599_m0,0
rxn00713_c0,0
rxn01360_c0,0
rxn30145_m0,0.0840093
rxn01445_c0,0
rxn06434_c0,0
rxn03052_c0,0
rxn05319_c0,-15.7644
rxn03063_c0,0
rxn08066_m0,0
R-CERS124er_r0,0
rxn01377_c0,0
rxn05224_c0,0
rxn01213_c0,0.00191822
rxn08475_c0,0
R-CYSTLp_x0,0
R-FAS140ACPm_m0,0
rxn08448_x0,0
R-E4HGLUtp_c0,0
rxn09806_c0,0
rxn09790_c0,0
rxn01537_c0,0
rxn13327_c0,0
rxn00966_c0,0
rxn09803_c0,0.124771
rxn02484_c0,0
rxn05201_c0,0
rxn00830_c0,0.00191822
rxn00903_c0,-0.115355
rxn09332_c0,0
rxn13328_c0,0
R-GLXtp_c0,0
R-ILEt7_c0,0
rxn09544_c0,0
rxn09600_c0,0
rxn09663_c0,0
rxn13201_c0,0
rxn30079_c0,0
rxn09425_m0,0
rxn05233_c0,0.0010463
rxn00545_c0,0
rxn00069_c0,0
rxn09437_c0,0
rxn08525_c0,-0.00922925
rxn01548_c0,0
rxn01833_c0,0
rxn33365_c0,0
rxn03390_m0,0
rxn01366_c0,0
R-2MPPALtm_c0,0
rxn13301_c0,0
rxn00950_c0,0
rxn01265_m0,0
R-PIt2v_c0,0
rxn09539_c0,0
rxn05469_c0,0
rxn13387_c0,0
rxn00758_c0,0
rxn32133_m0,0
